hotel_id,hotel_name,combined,hotel_site_id
SINWI,The Westin Singapore,sinwi-the-westin-singapore,Marriott-SINWI
PUSFI,Fairfield by Marriott Busan,pusfi-fairfield-by-marriott-busan,Marriott-PUSFI
PUSFB,Fairfield by Marriott Busan Songdo Beach,pusfb-fairfield-by-marriott-busan-songdo-beach,Marriott-PUSFB
PUSWI,The Westin Josun Busan,puswi-the-westin-josun-busan,Marriott-PUSWI
TAEMC,Daegu Marriott Hotel,taemc-daegu-marriott-hotel,Marriott-TAEMC
CJJAK,"Hotel Onoma, Daejeon, Autograph Collection","cjjak-hotel-onoma,-daejeon,-autograph-collection",Marriott-CJJAK
SELNH,"Nest Hotel, a Member of Design Hotels™","selnh-nest-hotel,-a-member-of-design-hotels™",Marriott-SELNH
SELGI,Sheraton Grand Incheon Hotel,selgi-sheraton-grand-incheon-hotel,Marriott-SELGI
CJUMJ,Jeju Shinhwa World Marriott Resort,cjumj-jeju-shinhwa-world-marriott-resort,Marriott-CJUMJ
CJJCY,Courtyard Sejong,cjjcy-courtyard-sejong,Marriott-CJJCY
CJUJU,JW Marriott Jeju Resort & Spa,cjuju-jw-marriott-jeju-resort-&-spa,Marriott-CJUJU
SELAY,"GRAVITY JOSUN Seoul Pangyo, Autograph Collection","selay-gravity-josun-seoul-pangyo,-autograph-collection",Marriott-SELAY
SELPN,Courtyard Seoul Pangyo,selpn-courtyard-seoul-pangyo,Marriott-SELPN
SELAG,AC Hotel Seoul Gangnam,selag-ac-hotel-seoul-gangnam,Marriott-SELAG
SELSA,"RYSE, Autograph Collection","selsa-ryse,-autograph-collection",Marriott-SELSA
SELAK,"THE PLAZA Seoul, Autograph Collection","selak-the-plaza-seoul,-autograph-collection",Marriott-SELAK
SELCS,Courtyard Seoul Botanic Park,selcs-courtyard-seoul-botanic-park,Marriott-SELCS
SELSN,Courtyard Seoul Namdaemun,selsn-courtyard-seoul-namdaemun,Marriott-SELSN
SELCY,Courtyard Seoul Times Square,selcy-courtyard-seoul-times-square,Marriott-SELCY
SELFI,Fairfield by Marriott Seoul,selfi-fairfield-by-marriott-seoul,Marriott-SELFI
SELDP,JW Marriott Dongdaemun Square Seoul,seldp-jw-marriott-dongdaemun-square-seoul,Marriott-SELDP
SELJW,JW Marriott Hotel Seoul,seljw-jw-marriott-hotel-seoul,Marriott-SELJW
SELER,"Yeouido Park Centre, Seoul - Marriott Executive Apartments","seler-yeouido-park-centre,-seoul---marriott-executive-apartments",Marriott-SELER
SELOX,Moxy Seoul Insadong,selox-moxy-seoul-insadong,Marriott-SELOX
SELMX,"Moxy Seoul, Myeongdong","selmx-moxy-seoul,-myeongdong",Marriott-SELMX
SELAL,Aloft Seoul Gangnam,selal-aloft-seoul-gangnam,Marriott-SELAL
SELMO,Aloft Seoul Myeongdong,selmo-aloft-seoul-myeongdong,Marriott-SELMO
SELFD,"Four Points by Sheraton Josun, Seoul Myeongdong","selfd-four-points-by-sheraton-josun,-seoul-myeongdong",Marriott-SELFD
SELFP,"Four Points by Sheraton Josun, Seoul Station","selfp-four-points-by-sheraton-josun,-seoul-station",Marriott-SELFP
SELFG,"Four Points by Sheraton Seoul, Gangnam","selfg-four-points-by-sheraton-seoul,-gangnam",Marriott-SELFG
SELFU,"Four Points by Sheraton Seoul, Guro","selfu-four-points-by-sheraton-seoul,-guro",Marriott-SELFU
SELMM,"Le Méridien Seoul, Myeongdong","selmm-le-méridien-seoul,-myeongdong",Marriott-SELMM
SELLC,"Josun Palace, a Luxury Collection Hotel, Seoul Gangnam","sellc-josun-palace,-a-luxury-collection-hotel,-seoul-gangnam",Marriott-SELLC
SELWI,The Westin Josun Seoul,selwi-the-westin-josun-seoul,Marriott-SELWI
SELCW,Courtyard Suwon,selcw-courtyard-suwon,Marriott-SELCW
SELFO,Four Points by Sheraton Suwon,selfo-four-points-by-sheraton-suwon,Marriott-SELFO
BKKBH,"Madi Paidi Bangkok, Autograph Collection","bkkbh-madi-paidi-bangkok,-autograph-collection",Marriott-BKKBH
BKKCY,Courtyard Bangkok,bkkcy-courtyard-bangkok,Marriott-BKKCY
BKKCT,Courtyard Bangkok Sukhumvit 20,bkkct-courtyard-bangkok-sukhumvit-20,Marriott-BKKCT
BKKAP,Courtyard Bangkok Suvarnabhumi Airport,bkkap-courtyard-bangkok-suvarnabhumi-airport,Marriott-BKKAP
BKKDT,JW Marriott Hotel Bangkok,bkkdt-jw-marriott-hotel-bangkok,Marriott-BKKDT
BKKBP,"Marriott Executive Apartments Bangkok, Sukhumvit Thonglor","bkkbp-marriott-executive-apartments-bangkok,-sukhumvit-thonglor",Marriott-BKKBP
BKKER,"Mayfair, Bangkok - Marriott Executive Apartments","bkker-mayfair,-bangkok---marriott-executive-apartments",Marriott-BKKER
BKKEA,"Sathorn Vista, Bangkok - Marriott Executive Apartments","bkkea-sathorn-vista,-bangkok---marriott-executive-apartments",Marriott-BKKEA
BKKSP,"Sukhumvit Park, Bangkok - Marriott Executive Apartments","bkksp-sukhumvit-park,-bangkok---marriott-executive-apartments",Marriott-BKKSP
BKKMS,Bangkok Marriott Hotel Sukhumvit,bkkms-bangkok-marriott-hotel-sukhumvit,Marriott-BKKMS
BKKWO,Bangkok Marriott Hotel The Surawongse,bkkwo-bangkok-marriott-hotel-the-surawongse,Marriott-BKKWO
BKKQP,Bangkok Marriott Marquis Queen’s Park,bkkqp-bangkok-marriott-marquis-queen’s-park,Marriott-BKKQP
BKKBR,Renaissance Bangkok Ratchaprasong Hotel,bkkbr-renaissance-bangkok-ratchaprasong-hotel,Marriott-BKKBR
BKKAL,Aloft Bangkok Sukhumvit 11,bkkal-aloft-bangkok-sukhumvit-11,Marriott-BKKAL
BKKFP,"Four Points by Sheraton Bangkok, Sukhumvit 15","bkkfp-four-points-by-sheraton-bangkok,-sukhumvit-15",Marriott-BKKFP
BKKDM,Le Méridien Bangkok,bkkdm-le-méridien-bangkok,Marriott-BKKDM
BKKSM,"Le Méridien Suvarnabhumi, Bangkok Golf Resort & Spa","bkksm-le-méridien-suvarnabhumi,-bangkok-golf-resort-&-spa",Marriott-BKKSM
BKKLC,"Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok","bkklc-sheraton-grande-sukhumvit,-a-luxury-collection-hotel,-bangkok",Marriott-BKKLC
BKKLA,"The Athenee Hotel, a Luxury Collection Hotel, Bangkok","bkkla-the-athenee-hotel,-a-luxury-collection-hotel,-bangkok",Marriott-BKKLA
BKKSI,Royal Orchid Sheraton Riverside Hotel Bangkok,bkksi-royal-orchid-sheraton-riverside-hotel-bangkok,Marriott-BKKSI
BKKXR,The St. Regis Bangkok,bkkxr-the-st.-regis-bangkok,Marriott-BKKXR
BKKWB,W Bangkok,bkkwb-w-bangkok,Marriott-BKKWB
BKKWI,"The Westin Grande Sukhumvit, Bangkok","bkkwi-the-westin-grande-sukhumvit,-bangkok",Marriott-BKKWI
CNXMD,Le Méridien Chiang Mai,cnxmd-le-méridien-chiang-mai,Marriott-CNXMD
CEIMD,"Le Méridien Chiang Rai Resort, Thailand","ceimd-le-méridien-chiang-rai-resort,-thailand",Marriott-CEIMD
HHQMR,Hua Hin Marriott Resort & Spa,hhqmr-hua-hin-marriott-resort-&-spa,Marriott-HHQMR
HHQSI,Sheraton Hua Hin Resort & Spa,hhqsi-sheraton-hua-hin-resort-&-spa,Marriott-HHQSI
HKTDS,"Casa de La Flora, Khao Lak, Phang Nga, a Member of Design Hotels™","hktds-casa-de-la-flora,-khao-lak,-phang-nga,-a-member-of-design-hotels™",Marriott-HKTDS
HKTML,Le Méridien Khao Lak Resort & Spa,hktml-le-méridien-khao-lak-resort-&-spa,Marriott-HKTML
HKTKS,JW Marriott Khao Lak Resort Suites,hktks-jw-marriott-khao-lak-resort-suites,Marriott-HKTKS
USMBR,Renaissance Koh Samui Resort & Spa,usmbr-renaissance-koh-samui-resort-&-spa,Marriott-USMBR
USMRZ,"The Ritz-Carlton, Koh Samui","usmrz-the-ritz-carlton,-koh-samui",Marriott-USMRZ
USMVL,"Vana Belle, a Luxury Collection Resort, Koh Samui","usmvl-vana-belle,-a-luxury-collection-resort,-koh-samui",Marriott-USMVL
USMSS,Sheraton Samui Resort,usmss-sheraton-samui-resort,Marriott-USMSS
USMWH,W Koh Samui,usmwh-w-koh-samui,Marriott-USMWH
KBVRZ,"Phulay Bay, a Ritz-Carlton Reserve","kbvrz-phulay-bay,-a-ritz-carlton-reserve",Marriott-KBVRZ
HKTCT,Courtyard Phuket Town,hktct-courtyard-phuket-town,Marriott-HKTCT
PYXNP,Courtyard North Pattaya,pyxnp-courtyard-north-pattaya,Marriott-PYXNP
PYXBR,Renaissance Pattaya Resort & Spa,pyxbr-renaissance-pattaya-resort-&-spa,Marriott-PYXBR
HKTKL,JW Marriott Khao Lak Resort & Spa,hktkl-jw-marriott-khao-lak-resort-&-spa,Marriott-HKTKL
HKTJW,JW Marriott Phuket Resort & Spa,hktjw-jw-marriott-phuket-resort-&-spa,Marriott-HKTJW
HKTMB,"Phuket Marriott Resort & Spa, Merlin Beach","hktmb-phuket-marriott-resort-&-spa,-merlin-beach",Marriott-HKTMB
HKTNB,"Phuket Marriott Resort and Spa, Nai Yang Beach","hktnb-phuket-marriott-resort-and-spa,-nai-yang-beach",Marriott-HKTNB
HKTBR,Renaissance Phuket Resort & Spa,hktbr-renaissance-phuket-resort-&-spa,Marriott-HKTBR
HKTFP,Four Points by Sheraton Phuket Patong Beach Resort,hktfp-four-points-by-sheraton-phuket-patong-beach-resort,Marriott-HKTFP
HKTMD,Le Méridien Phuket Beach Resort,hktmd-le-méridien-phuket-beach-resort,Marriott-HKTMD
PYXLC,"The Naka Island, a Luxury Collection Resort & Spa, Phuket","pyxlc-the-naka-island,-a-luxury-collection-resort-&-spa,-phuket",Marriott-PYXLC
HKTWI,"The Westin Siray Bay Resort & Spa, Phuket","hktwi-the-westin-siray-bay-resort-&-spa,-phuket",Marriott-HKTWI
HKTPA,Marriott's Mai Khao Resort - Phuket,hktpa-marriott's-mai-khao-resort---phuket,Marriott-HKTPA
HKTPB,Marriott's Phuket Beach Club,hktpb-marriott's-phuket-beach-club,Marriott-HKTPB
HHQPS,Sheraton Hua Hin Pranburi Villas,hhqps-sheraton-hua-hin-pranburi-villas,Marriott-HHQPS
BKKRR,Rayong Marriott Resort & Spa,bkkrr-rayong-marriott-resort-&-spa,Marriott-BKKRR
CXRWI,The Westin Resort & Spa Cam Ranh,cxrwi-the-westin-resort-&-spa-cam-ranh,Marriott-CXRWI
VCASI,Sheraton Can Tho,vcasi-sheraton-can-tho,Marriott-VCASI
DADNN,"Danang Marriott Resort & Spa, Non Nuoc Beach Villas","dadnn-danang-marriott-resort-&-spa,-non-nuoc-beach-villas",Marriott-DADNN
DADMR,Danang Marriott Resort & Spa,dadmr-danang-marriott-resort-&-spa,Marriott-DADMR
DADFP,Four Points by Sheraton Danang,dadfp-four-points-by-sheraton-danang,Marriott-DADFP
DADSI,Sheraton Grand Danang Beach Resort & SPA,dadsi-sheraton-grand-danang-beach-resort-&-spa,Marriott-DADSI
HPHSI,Sheraton Hai Phong,hphsi-sheraton-hai-phong,Marriott-HPHSI
HANJW,JW Marriott Hotel Hanoi,hanjw-jw-marriott-hotel-hanoi,Marriott-HANJW
HANHS,Sheraton Hanoi Hotel,hanhs-sheraton-hanoi-hotel,Marriott-HANHS
SGNAK,"Vinpearl Landmark 81, Autograph Collection","sgnak-vinpearl-landmark-81,-autograph-collection",Marriott-SGNAK
SGNBR,Renaissance Riverside Hotel Saigon,sgnbr-renaissance-riverside-hotel-saigon,Marriott-SGNBR
SGNMD,Le Méridien Saigon,sgnmd-le-méridien-saigon,Marriott-SGNMD
SGNSI,Sheraton Saigon Grand Opera Hotel,sgnsi-sheraton-saigon-grand-opera-hotel,Marriott-SGNSI
HANLP,Four Points by Sheraton Lang Son,hanlp-four-points-by-sheraton-lang-son,Marriott-HANLP
NHASI,Sheraton Nha Trang Hotel & Spa,nhasi-sheraton-nha-trang-hotel-&-spa,Marriott-NHASI
PQCSR,Sheraton Phu Quoc Long Beach Resort,pqcsr-sheraton-phu-quoc-long-beach-resort,Marriott-PQCSR
PQCJW,JW Marriott Phu Quoc Emerald Bay Resort & Spa,pqcjw-jw-marriott-phu-quoc-emerald-bay-resort-&-spa,Marriott-PQCJW
SGNFI,Fairfield by Marriott South Binh Duong,sgnfi-fairfield-by-marriott-south-binh-duong,Marriott-SGNFI
MLEWI,The Westin Maldives Miriandhoo Resort,mlewi-the-westin-maldives-miriandhoo-resort,Marriott-MLEWI
MLEXR,The St. Regis Maldives Vommuli Resort,mlexr-the-st.-regis-maldives-vommuli-resort,Marriott-MLEXR
MLERA,"The Ritz-Carlton Maldives, Fari Islands","mlera-the-ritz-carlton-maldives,-fari-islands",Marriott-MLERA
MLEWH,W Maldives,mlewh-w-maldives,Marriott-MLEWH
MLESI,Sheraton Maldives Full Moon Resort & Spa,mlesi-sheraton-maldives-full-moon-resort-&-spa,Marriott-MLESI
MLEJS,JW Marriott Maldives Resort & Spa,mlejs-jw-marriott-maldives-resort-&-spa,Marriott-MLEJS
MLEMD,Le Méridien Maldives Resort & Spa,mlemd-le-méridien-maldives-resort-&-spa,Marriott-MLEMD
DACBR,Renaissance Dhaka Gulshan Hotel,dacbr-renaissance-dhaka-gulshan-hotel,Marriott-DACBR
DACMD,Le Méridien Dhaka,dacmd-le-méridien-dhaka,Marriott-DACMD
DACSI,Sheraton Dhaka,dacsi-sheraton-dhaka,Marriott-DACSI
DACWI,The Westin Dhaka,dacwi-the-westin-dhaka,Marriott-DACWI
CMBCY,Courtyard Colombo,cmbcy-courtyard-colombo,Marriott-CMBCY
CMBSI,Sheraton Colombo Hotel,cmbsi-sheraton-colombo-hotel,Marriott-CMBSI
CMBST,Sheraton Kosgoda Turtle Beach Resort,cmbst-sheraton-kosgoda-turtle-beach-resort,Marriott-CMBST
CMBMC,Weligama Bay Marriott Resort & Spa,cmbmc-weligama-bay-marriott-resort-&-spa,Marriott-CMBMC
PNHCY,Courtyard Phnom Penh,pnhcy-courtyard-phnom-penh,Marriott-PNHCY
PNHFI,Fairfield by Marriott Phnom Penh,pnhfi-fairfield-by-marriott-phnom-penh,Marriott-PNHFI
REPMD,Le Méridien Angkor,repmd-le-méridien-angkor,Marriott-REPMD
KTMFI,Fairfield by Marriott Kathmandu,ktmfi-fairfield-by-marriott-kathmandu,Marriott-KTMFI
KTMMC,Kathmandu Marriott Hotel,ktmmc-kathmandu-marriott-hotel,Marriott-KTMMC
KTMAL,Aloft Kathmandu Thamel,ktmal-aloft-kathmandu-thamel,Marriott-KTMAL
ISBPK,Islamabad Marriott Hotel,isbpk-islamabad-marriott-hotel,Marriott-ISBPK
KHIPK,Karachi Marriott Hotel,khipk-karachi-marriott-hotel,Marriott-KHIPK
LHEFP,Four Points by Sheraton Lahore,lhefp-four-points-by-sheraton-lahore,Marriott-LHEFP
PBHPR,"Le Méridien Paro, Riverfront","pbhpr-le-méridien-paro,-riverfront",Marriott-PBHPR
PBHMD,Le Méridien Thimphu,pbhmd-le-méridien-thimphu,Marriott-PBHMD
FRUSI,Sheraton Bishkek,frusi-sheraton-bishkek,Marriott-FRUSI
RGNSI,Sheraton Yangon Hotel,rgnsi-sheraton-yangon-hotel,Marriott-RGNSI
TASCY,Courtyard Tashkent,tascy-courtyard-tashkent,Marriott-TASCY
BNECY,Courtyard Brisbane South Bank,bnecy-courtyard-brisbane-south-bank,Marriott-BNECY
BNEDT,Brisbane Marriott Hotel,bnedt-brisbane-marriott-hotel,Marriott-BNEDT
BNEFP,Four Points by Sheraton Brisbane,bnefp-four-points-by-sheraton-brisbane,Marriott-BNEFP
BNEWH,W Brisbane,bnewh-w-brisbane,Marriott-BNEWH
BNEWI,The Westin Brisbane,bnewi-the-westin-brisbane,Marriott-BNEWI
CBRAK,"Midnight Hotel, Autograph Collection","cbrak-midnight-hotel,-autograph-collection",Marriott-CBRAK
OOLGS,"Sheraton Grand Mirage Resort, Gold Coast","oolgs-sheraton-grand-mirage-resort,-gold-coast",Marriott-OOLGS
HBALC,"The Tasman, a Luxury Collection Hotel, Hobart","hbalc-the-tasman,-a-luxury-collection-hotel,-hobart",Marriott-HBALC
SYDXP,Moxy Sydney Airport,sydxp-moxy-sydney-airport,Marriott-SYDXP
MELAC,AC Hotel Melbourne Southbank,melac-ac-hotel-melbourne-southbank,Marriott-MELAC
MELCY,Courtyard Melbourne Flagstaff Gardens,melcy-courtyard-melbourne-flagstaff-gardens,Marriott-MELCY
MELMC,Melbourne Marriott Hotel,melmc-melbourne-marriott-hotel,Marriott-MELMC
MELDL,Melbourne Marriott Hotel Docklands,meldl-melbourne-marriott-hotel-docklands,Marriott-MELDL
MELRZ,"The Ritz-Carlton, Melbourne","melrz-the-ritz-carlton,-melbourne",Marriott-MELRZ
MELEL,Element Melbourne Richmond,melel-element-melbourne-richmond,Marriott-MELEL
MELFP,Four Points by Sheraton Melbourne Docklands,melfp-four-points-by-sheraton-melbourne-docklands,Marriott-MELFP
MELMD,Le Méridien Melbourne,melmd-le-méridien-melbourne,Marriott-MELMD
MELSI,Sheraton Melbourne Hotel,melsi-sheraton-melbourne-hotel,Marriott-MELSI
MELWH,W Melbourne,melwh-w-melbourne,Marriott-MELWH
MELWI,The Westin Melbourne,melwi-the-westin-melbourne,Marriott-MELWI
PERRZ,"The Ritz-Carlton, Perth","perrz-the-ritz-carlton,-perth",Marriott-PERRZ
PERAL,Aloft Perth,peral-aloft-perth,Marriott-PERAL
PERFP,Four Points by Sheraton Perth,perfp-four-points-by-sheraton-perth,Marriott-PERFP
PERWI,The Westin Perth,perwi-the-westin-perth,Marriott-PERWI
CNSSI,"Sheraton Grand Mirage Resort, Port Douglas","cnssi-sheraton-grand-mirage-resort,-port-douglas",Marriott-CNSSI
OOLSP,JW Marriott Gold Coast Resort & Spa,oolsp-jw-marriott-gold-coast-resort-&-spa,Marriott-OOLSP
OOLMV,Marriott Vacation Club at Surfers Paradise,oolmv-marriott-vacation-club-at-surfers-paradise,Marriott-OOLMV
SYDAK,"Pier One Sydney Harbour, Autograph Collection","sydak-pier-one-sydney-harbour,-autograph-collection",Marriott-SYDAK
SYDRY,Courtyard Sydney-North Ryde,sydry-courtyard-sydney-north-ryde,Marriott-SYDRY
SYDMC,Sydney Harbour Marriott Hotel at Circular Quay,sydmc-sydney-harbour-marriott-hotel-at-circular-quay,Marriott-SYDMC
SYDCF,"Four Points by Sheraton Sydney, Central Park","sydcf-four-points-by-sheraton-sydney,-central-park",Marriott-SYDCF
SYDSI,Sheraton Grand Sydney Hyde Park,sydsi-sheraton-grand-sydney-hyde-park,Marriott-SYDSI
SYDWH,W Sydney,sydwh-w-sydney,Marriott-SYDWH
NANMC,Fiji Marriott Resort Momi Bay,nanmc-fiji-marriott-resort-momi-bay,Marriott-NANMC
NANDS,Sheraton Denarau Villas,nands-sheraton-denarau-villas,Marriott-NANDS
NANSI,Sheraton Fiji Golf & Beach Resort,nansi-sheraton-fiji-golf-&-beach-resort,Marriott-NANSI
NANTI,"Sheraton Resort & Spa, Tokoriki Island, Fiji","nanti-sheraton-resort-&-spa,-tokoriki-island,-fiji",Marriott-NANTI
NANWI,The Westin Fiji Golf Resort & Spa,nanwi-the-westin-fiji-golf-resort-&-spa,Marriott-NANWI
BOBXR,The St. Regis Bora Bora Resort,bobxr-the-st.-regis-bora-bora-resort,Marriott-BOBXR
BOBWI,The Westin Bora Bora Resort & Spa,bobwi-the-westin-bora-bora-resort-&-spa,Marriott-BOBWI
GUMWI,The Westin Resort Guam,gumwi-the-westin-resort-guam,Marriott-GUMWI
NOUSI,Sheraton New Caledonia Deva Spa & Golf Resort,nousi-sheraton-new-caledonia-deva-spa-&-golf-resort,Marriott-NOUSI
ILPMD,Le Méridien Ile des Pins,ilpmd-le-méridien-ile-des-pins,Marriott-ILPMD
NOUMD,Le Méridien Noumea Resort & Spa,noumd-le-méridien-noumea-resort-&-spa,Marriott-NOUMD
AKLJW,JW Marriott Auckland,akljw-jw-marriott-auckland,Marriott-AKLJW
AKLFP,Four Points by Sheraton Auckland,aklfp-four-points-by-sheraton-auckland,Marriott-AKLFP
APWSI,Sheraton Samoa Aggie Grey's Hotel & Bungalows,apwsi-sheraton-samoa-aggie-grey's-hotel-&-bungalows,Marriott-APWSI
APWGS,Sheraton Samoa Beach Resort,apwgs-sheraton-samoa-beach-resort,Marriott-APWGS
AUART,"The Ritz-Carlton, Aruba","auart-the-ritz-carlton,-aruba",Marriott-AUART
AUABR,Renaissance Wind Creek Aruba Resort,auabr-renaissance-wind-creek-aruba-resort,Marriott-AUABR
AUACY,Courtyard Aruba Resort,auacy-courtyard-aruba-resort,Marriott-AUACY
AUAAR,Aruba Marriott Resort & Stellaris Casino,auaar-aruba-marriott-resort-&-stellaris-casino,Marriott-AUAAR
AUAAO,Marriott's Aruba Ocean Club,auaao-marriott's-aruba-ocean-club,Marriott-AUAAO
AUAAC,Marriott's Aruba Surf Club,auaac-marriott's-aruba-surf-club,Marriott-AUAAC
ELHAK,"French Leave Resort, Autograph Collection","elhak-french-leave-resort,-autograph-collection",Marriott-ELHAK
NASCY,Courtyard Nassau Downtown/Junkanoo Beach,nascy-courtyard-nassau-downtown/junkanoo-beach,Marriott-NASCY
NASCT,The Coral at Atlantis,nasct-the-coral-at-atlantis,Marriott-NASCT
NASCV,The Cove at Atlantis,nascv-the-cove-at-atlantis,Marriott-NASCV
NASAK,The Royal at Atlantis,nasak-the-royal-at-atlantis,Marriott-NASAK
BGICY,"Courtyard Bridgetown, Barbados","bgicy-courtyard-bridgetown,-barbados",Marriott-BGICY
BGIAU,"Turtle Beach, a Tribute Portfolio All-Inclusive Hotel","bgiau-turtle-beach,-a-tribute-portfolio-all-inclusive-hotel",Marriott-BGIAU
BGIAW,Waves Resort & Spa Barbados An Autograph Collection All-Inclusive Resort,bgiaw-waves-resort-&-spa-barbados-an-autograph-collection-all-inclusive-resort,Marriott-BGIAW
BGIAY,"Crystal Cove, A Tribute Portfolio All-inclusive Resort","bgiay-crystal-cove,-a-tribute-portfolio-all-inclusive-resort",Marriott-BGIAY
BGIAT,"Tamarind, Barbados, An Autograph Collection All Inclusive Resort","bgiat-tamarind,-barbados,-an-autograph-collection-all-inclusive-resort",Marriott-BGIAT
BGIAH,"The House, Barbados, An Autograph Collection All–Inclusive Resort - Adults Only","bgiah-the-house,-barbados,-an-autograph-collection-all–inclusive-resort---adults-only",Marriott-BGIAH
BGIAB,"Treasure Beach Art Hotel, Barbados, An Autograph Collection All-Inclusive Resort","bgiab-treasure-beach-art-hotel,-barbados,-an-autograph-collection-all-inclusive-resort",Marriott-BGIAB
BGILC,"Colony Club, a Luxury Collection Resort, Barbados","bgilc-colony-club,-a-luxury-collection-resort,-barbados",Marriott-BGILC
BDARX,The Residences at The St. Regis Bermuda,bdarx-the-residences-at-the-st.-regis-bermuda,Marriott-BDARX
BDAXR,The St. Regis Bermuda Resort,bdaxr-the-st.-regis-bermuda-resort,Marriott-BDAXR
GCMGC,Grand Cayman Marriott Resort,gcmgc-grand-cayman-marriott-resort,Marriott-GCMGC
GCMRZ,"The Ritz-Carlton, Grand Cayman","gcmrz-the-ritz-carlton,-grand-cayman",Marriott-GCMRZ
GCMMI,The Westin Grand Cayman Seven Mile Beach Resort & Spa,gcmmi-the-westin-grand-cayman-seven-mile-beach-resort-&-spa,Marriott-GCMMI
PUJLC,"Sanctuary Cap Cana, a Luxury Collection Resort, Dominican Republic, Adult All-Inclusive","pujlc-sanctuary-cap-cana,-a-luxury-collection-resort,-dominican-republic,-adult-all-inclusive",Marriott-PUJLC
PUJAC,AC Hotel Punta Cana,pujac-ac-hotel-punta-cana,Marriott-PUJAC
PUJHI,"Hideaway at Royalton Punta Cana, An Autograph Collection All-Inclusive Resort & Casino - Adults Only","pujhi-hideaway-at-royalton-punta-cana,-an-autograph-collection-all-inclusive-resort-&-casino---adults-only",Marriott-PUJHI
PUJRB,"Royalton Bavaro, An Autograph Collection All-Inclusive Resort & Casino","pujrb-royalton-bavaro,-an-autograph-collection-all-inclusive-resort-&-casino",Marriott-PUJRB
PUJRC,"Royalton CHIC Punta Cana, An Autograph Collection All-Inclusive Resort & Casino - Adults Only","pujrc-royalton-chic-punta-cana,-an-autograph-collection-all-inclusive-resort-&-casino---adults-only",Marriott-PUJRC
PUJRO,"Royalton Punta Cana, An Autograph Collection All-Inclusive Resort & Casino","pujro-royalton-punta-cana,-an-autograph-collection-all-inclusive-resort-&-casino",Marriott-PUJRO
PUJRS,"Royalton Splash Punta Cana, An Autograph Collection All-Inclusive Resort & Casino","pujrs-royalton-splash-punta-cana,-an-autograph-collection-all-inclusive-resort-&-casino",Marriott-PUJRS
PUJFP,Four Points by Sheraton Puntacana Village,pujfp-four-points-by-sheraton-puntacana-village,Marriott-PUJFP
PUJWI,The Westin Puntacana Resort,pujwi-the-westin-puntacana-resort,Marriott-PUJWI
SDQCY,Courtyard Santo Domingo,sdqcy-courtyard-santo-domingo,Marriott-SDQCY
SDQJW,JW Marriott Hotel Santo Domingo,sdqjw-jw-marriott-hotel-santo-domingo,Marriott-SDQJW
SDQGW,Renaissance Santo Domingo Jaragua Hotel & Casino,sdqgw-renaissance-santo-domingo-jaragua-hotel-&-casino,Marriott-SDQGW
SDQDS,Sheraton Santo Domingo Hotel,sdqds-sheraton-santo-domingo-hotel,Marriott-SDQDS
SDQMC,Santo Domingo Marriott Hotel Piantini,sdqmc-santo-domingo-marriott-hotel-piantini,Marriott-SDQMC
SDQAL,Aloft Santo Domingo Piantini,sdqal-aloft-santo-domingo-piantini,Marriott-SDQAL
POPLC,"The Ocean Club, a Luxury Collection Resort, Costa Norte","poplc-the-ocean-club,-a-luxury-collection-resort,-costa-norte",Marriott-POPLC
GNDDS,"Laluna, Grenada, a Member of Design Hotels™","gndds-laluna,-grenada,-a-member-of-design-hotels™",Marriott-GNDDS
GNDRO,"Royalton Grenada, an Autograph Collection All-Inclusive Resort","gndro-royalton-grenada,-an-autograph-collection-all-inclusive-resort",Marriott-GNDRO
KINAR,"AC Hotel Kingston, Jamaica","kinar-ac-hotel-kingston,-jamaica",Marriott-KINAR
KINCY,"Courtyard Kingston, Jamaica","kincy-courtyard-kingston,-jamaica",Marriott-KINCY
MBJRW,"Hideaway at Royalton Blue Waters, An Autograph Collection All-Inclusive - Adults Only","mbjrw-hideaway-at-royalton-blue-waters,-an-autograph-collection-all-inclusive---adults-only",Marriott-MBJRW
MBJRB,"Royalton Blue Waters Montego Bay, An Autograph Collection All-Inclusive Resort","mbjrb-royalton-blue-waters-montego-bay,-an-autograph-collection-all-inclusive-resort",Marriott-MBJRB
MBJGN,"Grand Lido Negril Au-Naturel, An Autograph Collection All-Inclusive Resort - Adults Only","mbjgn-grand-lido-negril-au-naturel,-an-autograph-collection-all-inclusive-resort---adults-only",Marriott-MBJGN
MBJHN,"Hideaway at Royalton Negril, An Autograph Collection All-Inclusive Resort - Adults Only","mbjhn-hideaway-at-royalton-negril,-an-autograph-collection-all-inclusive-resort---adults-only",Marriott-MBJHN
MBJRN,"Royalton Negril, An Autograph Collection All-Inclusive Resort","mbjrn-royalton-negril,-an-autograph-collection-all-inclusive-resort",Marriott-MBJRN
BQNCY,Courtyard Aguadilla,bqncy-courtyard-aguadilla,Marriott-BQNCY
SJUFP,Four Points by Sheraton Caguas Real Hotel & Casino,sjufp-four-points-by-sheraton-caguas-real-hotel-&-casino,Marriott-SJUFP
SJURV,Residence Inn San Juan Isla Verde,sjurv-residence-inn-san-juan-isla-verde,Marriott-SJURV
SJURZ,"The Ritz-Carlton, San Juan","sjurz-the-ritz-carlton,-san-juan",Marriott-SJURZ
