hotel_id,hotel_name,combined,hotel_site_id
DENMG,"Magnolia Hotel Denver, a Tribute Portfolio Hotel","denmg-magnolia-hotel-denver,-a-tribute-portfolio-hotel",Marriott-DENMG
DENWI,The Westin Denver Downtown,denwi-the-westin-denver-downtown,Marriott-DENWI
DENAW,The Westin Denver International Airport,denaw-the-westin-denver-international-airport,Marriott-DENAW
DROFI,Fairfield Inn & Suites Durango,drofi-fairfield-inn-&-suites-durango,Marriott-DROFI
DRORI,Residence Inn Durango Downtown,drori-residence-inn-durango-downtown,Marriott-DRORI
DROSH,SpringHill Suites Durango,drosh-springhill-suites-durango,Marriott-DROSH
DENIV,Courtyard Denver South/Park Meadows Mall,deniv-courtyard-denver-south/park-meadows-mall,Marriott-DENIV
DENVN,Residence Inn Denver South/Park Meadows Mall,denvn-residence-inn-denver-south/park-meadows-mall,Marriott-DENVN
DENTS,TownePlace Suites Denver Tech Center,dents-towneplace-suites-denver-tech-center,Marriott-DENTS
FTCAK,"The Elizabeth Hotel, Autograph Collection","ftcak-the-elizabeth-hotel,-autograph-collection",Marriott-FTCAK
FTCCY,Courtyard Fort Collins,ftccy-courtyard-fort-collins,Marriott-FTCCY
FTCFF,Fairfield Inn & Suites Fort Collins South,ftcff-fairfield-inn-&-suites-fort-collins-south,Marriott-FTCFF
FTCCO,Fort Collins Marriott,ftcco-fort-collins-marriott,Marriott-FTCCO
FTCRI,Residence Inn Fort Collins,ftcri-residence-inn-fort-collins,Marriott-FTCRI
AKOFM,Fairfield Inn & Suites Fort Morgan,akofm-fairfield-inn-&-suites-fort-morgan,Marriott-AKOFM
EGEFA,AC Hotel Frisco Colorado,egefa-ac-hotel-frisco-colorado,Marriott-EGEFA
EGECY,Courtyard Glenwood Springs,egecy-courtyard-glenwood-springs,Marriott-EGECY
EGERI,Residence Inn Glenwood Springs,egeri-residence-inn-glenwood-springs,Marriott-EGERI
DENGL,Courtyard Denver Golden/Red Rocks,dengl-courtyard-denver-golden/red-rocks,Marriott-DENGL
DENWE,Denver Marriott West,denwe-denver-marriott-west,Marriott-DENWE
DENGO,Residence Inn Denver Golden/Red Rocks,dengo-residence-inn-denver-golden/red-rocks,Marriott-DENGO
DENTK,TownePlace Suites Denver West/Federal Center,dentk-towneplace-suites-denver-west/federal-center,Marriott-DENTK
GJTCY,Courtyard Grand Junction,gjtcy-courtyard-grand-junction,Marriott-GJTCY
GJTFI,Fairfield Inn & Suites Grand Junction Downtown/Historic Main Street,gjtfi-fairfield-inn-&-suites-grand-junction-downtown/historic-main-street,Marriott-GJTFI
GJTRI,Residence Inn Grand Junction,gjtri-residence-inn-grand-junction,Marriott-GJTRI
GJTSH,SpringHill Suites Grand Junction Downtown/Historic Main Street,gjtsh-springhill-suites-grand-junction-downtown/historic-main-street,Marriott-GJTSH
FTCGR,Fairfield Inn & Suites Greeley,ftcgr-fairfield-inn-&-suites-greeley,Marriott-FTCGR
DENSE,Courtyard Denver Tech Center,dense-courtyard-denver-tech-center,Marriott-DENSE
DENEW,Residence Inn Denver Tech Center,denew-residence-inn-denver-tech-center,Marriott-DENEW
DENWO,SpringHill Suites Denver Tech Center,denwo-springhill-suites-denver-tech-center,Marriott-DENWO
DENSI,Sheraton Denver Tech Center Hotel,densi-sheraton-denver-tech-center-hotel,Marriott-DENSI
DENFS,Fairfield Inn & Suites Denver Tech Center/South,denfs-fairfield-inn-&-suites-denver-tech-center/south,Marriott-DENFS
DENHR,Residence Inn Denver Highlands Ranch,denhr-residence-inn-denver-highlands-ranch,Marriott-DENHR
DENLK,Courtyard Denver Southwest/Lakewood,denlk-courtyard-denver-southwest/lakewood,Marriott-DENLK
DENFL,Fairfield Inn & Suites Denver Southwest/Lakewood,denfl-fairfield-inn-&-suites-denver-southwest/lakewood,Marriott-DENFL
DENFW,Fairfield Inn & Suites Denver West/Federal Center,denfw-fairfield-inn-&-suites-denver-west/federal-center,Marriott-DENFW
DENRK,Residence Inn Denver Southwest/Lakewood,denrk-residence-inn-denver-southwest/lakewood,Marriott-DENRK
DENSV,SpringHill Suites Denver West/Golden,densv-springhill-suites-denver-west/golden,Marriott-DENSV
DENSW,Sheraton Denver West Hotel,densw-sheraton-denver-west-hotel,Marriott-DENSW
DENLT,Courtyard Denver Southwest/Littleton,denlt-courtyard-denver-southwest/littleton,Marriott-DENLT
DENLF,Fairfield Inn & Suites Denver Southwest/Littleton,denlf-fairfield-inn-&-suites-denver-southwest/littleton,Marriott-DENLF
DENRT,Residence Inn Denver Southwest/Littleton,denrt-residence-inn-denver-southwest/littleton,Marriott-DENRT
DENTP,TownePlace Suites Denver Southwest/Littleton,dentp-towneplace-suites-denver-southwest/littleton,Marriott-DENTP
DENMS,Denver Marriott South at Park Meadows,denms-denver-marriott-south-at-park-meadows,Marriott-DENMS
DENEL,Element Denver Park Meadows,denel-element-denver-park-meadows,Marriott-DENEL
DENTL,TownePlace Suites Denver South/Lone Tree,dentl-towneplace-suites-denver-south/lone-tree,Marriott-DENTL
DENLG,Courtyard Boulder Longmont,denlg-courtyard-boulder-longmont,Marriott-DENLG
VBOFI,Fairfield Inn & Suites Boulder Longmont,vbofi-fairfield-inn-&-suites-boulder-longmont,Marriott-VBOFI
VBORI,Residence Inn Boulder Longmont,vbori-residence-inn-boulder-longmont,Marriott-VBORI
DENBL,SpringHill Suites Boulder Longmont,denbl-springhill-suites-boulder-longmont,Marriott-DENBL
DENLS,Courtyard Boulder Broomfield,denls-courtyard-boulder-broomfield,Marriott-DENLS
VBORL,Residence Inn Boulder Broomfield,vborl-residence-inn-boulder-broomfield,Marriott-VBORL
FTCLC,Courtyard Loveland Fort Collins,ftclc-courtyard-loveland-fort-collins,Marriott-FTCLC
FTCLV,Fairfield Inn & Suites Loveland Fort Collins,ftclv-fairfield-inn-&-suites-loveland-fort-collins,Marriott-FTCLV
FTCCR,Residence Inn Loveland Fort Collins,ftccr-residence-inn-loveland-fort-collins,Marriott-FTCCR
FTCTS,TownePlace Suites Loveland Fort Collins,ftcts-towneplace-suites-loveland-fort-collins,Marriott-FTCTS
DENDE,Delta Hotels Denver Thornton,dende-delta-hotels-denver-thornton,Marriott-DENDE
DENPK,SpringHill Suites Denver Parker,denpk-springhill-suites-denver-parker,Marriott-DENPK
PUBCY,Courtyard Pueblo Downtown,pubcy-courtyard-pueblo-downtown,Marriott-PUBCY
PUBSH,SpringHill Suites Pueblo Downtown,pubsh-springhill-suites-pueblo-downtown,Marriott-PUBSH
PUBTS,TownePlace Suites Pueblo Downtown,pubts-towneplace-suites-pueblo-downtown,Marriott-PUBTS
ASEAK,"Viewline Resort Snowmass, Autograph Collection","aseak-viewline-resort-snowmass,-autograph-collection",Marriott-ASEAK
HDNSS,Sheraton Steamboat Resort Villas,hdnss-sheraton-steamboat-resort-villas,Marriott-HDNSS
SBSRI,Residence Inn Steamboat Springs,sbsri-residence-inn-steamboat-springs,Marriott-SBSRI
DENTO,TownePlace Suites Denver North/Thornton,dento-towneplace-suites-denver-north/thornton,Marriott-DENTO
WHRBI,Marriott's StreamSide Birch at Vail,whrbi-marriott's-streamside-birch-at-vail,Marriott-WHRBI
WHRDO,Marriott's StreamSide Douglas at Vail,whrdo-marriott's-streamside-douglas-at-vail,Marriott-WHRDO
WHRVI,Marriott's StreamSide Evergreen at Vail,whrvi-marriott's-streamside-evergreen-at-vail,Marriott-WHRVI
EGERR,Residence Inn Vail,egerr-residence-inn-vail,Marriott-EGERR
WHRLH,"The Ritz-Carlton Club, Vail","whrlh-the-ritz-carlton-club,-vail",Marriott-WHRLH
EGELC,"The Hythe, a Luxury Collection Resort, Vail","egelc-the-hythe,-a-luxury-collection-resort,-vail",Marriott-EGELC
DENNW,Courtyard Denver North/Westminster,dennw-courtyard-denver-north/westminster,Marriott-DENNW
DENWT,Fairfield Inn & Suites Denver North/Westminster,denwt-fairfield-inn-&-suites-denver-north/westminster,Marriott-DENWT
DENMW,Denver Marriott Westminster,denmw-denver-marriott-westminster,Marriott-DENMW
DENWR,Residence Inn Denver North/Westminster,denwr-residence-inn-denver-north/westminster,Marriott-DENWR
DENWM,SpringHill Suites Denver North/Westminster,denwm-springhill-suites-denver-north/westminster,Marriott-DENWM
DENAN,Aloft Denver North Westminster,denan-aloft-denver-north-westminster,Marriott-DENAN
DENWW,The Westin Westminster,denww-the-westin-westminster,Marriott-DENWW
FTCSH,SpringHill Suites Loveland Fort Collins/Windsor,ftcsh-springhill-suites-loveland-fort-collins/windsor,Marriott-FTCSH
ATLWO,Fairfield Inn & Suites Atlanta Acworth,atlwo-fairfield-inn-&-suites-atlanta-acworth,Marriott-ATLWO
ABYCY,Courtyard Albany,abycy-courtyard-albany,Marriott-ABYCY
ABYAB,Fairfield Inn & Suites Albany,abyab-fairfield-inn-&-suites-albany,Marriott-ABYAB
ABYTS,TownePlace Suites Albany,abyts-towneplace-suites-albany,Marriott-ABYTS
ATLRE,"The Hotel at Avalon, Autograph Collection","atlre-the-hotel-at-avalon,-autograph-collection",Marriott-ATLRE
ATLPH,Courtyard Atlanta Alpharetta,atlph-courtyard-atlanta-alpharetta,Marriott-ATLPH
ATLPO,Courtyard Atlanta Alpharetta/Avalon Area,atlpo-courtyard-atlanta-alpharetta/avalon-area,Marriott-ATLPO
ATLFI,Fairfield Inn & Suites Atlanta Alpharetta,atlfi-fairfield-inn-&-suites-atlanta-alpharetta,Marriott-ATLFI
ATLAW,Atlanta Marriott Alpharetta,atlaw-atlanta-marriott-alpharetta,Marriott-ATLAW
ATLSS,SpringHill Suites Atlanta Alpharetta,atlss-springhill-suites-atlanta-alpharetta,Marriott-ATLSS
ATLLA,Aloft Alpharetta,atlla-aloft-alpharetta,Marriott-ATLLA
ATLTA,TownePlace Suites Atlanta Alpharetta,atlta-towneplace-suites-atlanta-alpharetta,Marriott-ATLTA
AHNFW,Fairfield Inn & Suites Athens-University Area,ahnfw-fairfield-inn-&-suites-athens-university-area,Marriott-AHNFW
AHNSE,SpringHill Suites Athens Downtown/University Area,ahnse-springhill-suites-athens-downtown/university-area,Marriott-AHNSE
AHNSH,SpringHill Suites Athens West,ahnsh-springhill-suites-athens-west,Marriott-AHNSH
ATLAT,AC Hotel Atlanta Airport Gateway,atlat-ac-hotel-atlanta-airport-gateway,Marriott-ATLAT
ATLAC,AC Hotel Atlanta Buckhead at Phipps Plaza,atlac-ac-hotel-atlanta-buckhead-at-phipps-plaza,Marriott-ATLAC
ATLAR,AC Hotel Atlanta Downtown,atlar-ac-hotel-atlanta-downtown,Marriott-ATLAR
ATLCN,AC Hotel Atlanta Midtown,atlcn-ac-hotel-atlanta-midtown,Marriott-ATLCN
ATLMK,"Epicurean Atlanta, Autograph Collection","atlmk-epicurean-atlanta,-autograph-collection",Marriott-ATLMK
ATLAK,"Glenn Hotel, Autograph Collection","atlak-glenn-hotel,-autograph-collection",Marriott-ATLAK
ATLAH,"Hotel Colee, Atlanta Buckhead, Autograph Collection","atlah-hotel-colee,-atlanta-buckhead,-autograph-collection",Marriott-ATLAH
ATLPK,"Twelve Downtown, Autograph Collection","atlpk-twelve-downtown,-autograph-collection",Marriott-ATLPK
ATLAS,"Twelve Midtown, Autograph Collection","atlas-twelve-midtown,-autograph-collection",Marriott-ATLAS
ATLCB,Courtyard Atlanta Buckhead,atlcb-courtyard-atlanta-buckhead,Marriott-ATLCB
ATLDO,Courtyard Atlanta Downtown,atldo-courtyard-atlanta-downtown,Marriott-ATLDO
ATLEP,Courtyard Atlanta Executive Park/Emory,atlep-courtyard-atlanta-executive-park/emory,Marriott-ATLEP
ATLYC,Courtyard Atlanta Midtown,atlyc-courtyard-atlanta-midtown,Marriott-ATLYC
ATLPE,Courtyard Atlanta Perimeter Center,atlpe-courtyard-atlanta-perimeter-center,Marriott-ATLPE
ATLVG,Courtyard Atlanta Vinings/Galleria,atlvg-courtyard-atlanta-vinings/galleria,Marriott-ATLVG
ATLWH,Courtyard Atlanta Windy Hill/Ballpark,atlwh-courtyard-atlanta-windy-hill/ballpark,Marriott-ATLWH
ATLFB,Fairfield Inn & Suites Atlanta Buckhead,atlfb-fairfield-inn-&-suites-atlanta-buckhead,Marriott-ATLFB
ATLUS,Fairfield Inn & Suites Atlanta Downtown,atlus-fairfield-inn-&-suites-atlanta-downtown,Marriott-ATLUS
ATLPF,Fairfield Inn & Suites Atlanta Perimeter Center,atlpf-fairfield-inn-&-suites-atlanta-perimeter-center,Marriott-ATLPF
ATLVN,Fairfield Inn & Suites Atlanta Vinings/Galleria,atlvn-fairfield-inn-&-suites-atlanta-vinings/galleria,Marriott-ATLVN
ATLJW,JW Marriott Atlanta Buckhead,atljw-jw-marriott-atlanta-buckhead,Marriott-ATLJW
ATLAP,Atlanta Airport Marriott,atlap-atlanta-airport-marriott,Marriott-ATLAP
ATLMA,Atlanta Airport Marriott Gateway,atlma-atlanta-airport-marriott-gateway,Marriott-ATLMA
ATLBC,Atlanta Marriott Buckhead Hotel & Conference Center,atlbc-atlanta-marriott-buckhead-hotel-&-conference-center,Marriott-ATLBC
ATLMQ,Atlanta Marriott Marquis,atlmq-atlanta-marriott-marquis,Marriott-ATLMQ
ATLNE,Atlanta Marriott Northeast/Emory Area,atlne-atlanta-marriott-northeast/emory-area,Marriott-ATLNE
ATLNO,Atlanta Marriott Northwest at Galleria,atlno-atlanta-marriott-northwest-at-galleria,Marriott-ATLNO
ATLPC,Atlanta Marriott Perimeter Center,atlpc-atlanta-marriott-perimeter-center,Marriott-ATLPC
ATLMS,Atlanta Marriott Suites Midtown,atlms-atlanta-marriott-suites-midtown,Marriott-ATLMS
ATLOX,Moxy Atlanta Midtown,atlox-moxy-atlanta-midtown,Marriott-ATLOX
ATLAG,Renaissance Atlanta Airport Gateway Hotel,atlag-renaissance-atlanta-airport-gateway-hotel,Marriott-ATLAG
ATLBD,Renaissance Atlanta Midtown Hotel,atlbd-renaissance-atlanta-midtown-hotel,Marriott-ATLBD
ATLRB,Renaissance Atlanta Waverly Hotel & Convention Center,atlrb-renaissance-atlanta-waverly-hotel-&-convention-center,Marriott-ATLRB
ATLSA,Renaissance Concourse Atlanta Airport Hotel,atlsa-renaissance-concourse-atlanta-airport-hotel,Marriott-ATLSA
ATLBH,Residence Inn Atlanta Buckhead,atlbh-residence-inn-atlanta-buckhead,Marriott-ATLBH
ATLLP,Residence Inn Atlanta Buckhead/Lenox Park,atllp-residence-inn-atlanta-buckhead/lenox-park,Marriott-ATLLP
ATLDT,Residence Inn Atlanta Downtown,atldt-residence-inn-atlanta-downtown,Marriott-ATLDT
ATLMT,Residence Inn Atlanta Midtown/Georgia Tech,atlmt-residence-inn-atlanta-midtown/georgia-tech,Marriott-ATLMT
ATLRI,Residence Inn Atlanta Midtown/Peachtree at 17th,atlri-residence-inn-atlanta-midtown/peachtree-at-17th,Marriott-ATLRI
ATLAB,SpringHill Suites Atlanta Buckhead,atlab-springhill-suites-atlanta-buckhead,Marriott-ATLAB
ATLSD,SpringHill Suites Atlanta Downtown,atlsd-springhill-suites-atlanta-downtown,Marriott-ATLSD
ATLSG,SpringHill Suites Atlanta Northwest,atlsg-springhill-suites-atlanta-northwest,Marriott-ATLSG
ATLSE,SpringHill Suites Atlanta Perimeter Center,atlse-springhill-suites-atlanta-perimeter-center,Marriott-ATLSE
ATLRZ,"The Ritz-Carlton, Atlanta","atlrz-the-ritz-carlton,-atlanta",Marriott-ATLRZ
ATLAE,Aloft Atlanta at The Battery Atlanta,atlae-aloft-atlanta-at-the-battery-atlanta,Marriott-ATLAE
ATLDN,Aloft Atlanta Downtown,atldn-aloft-atlanta-downtown,Marriott-ATLDN
ATLEL,Element Atlanta Buckhead,atlel-element-atlanta-buckhead,Marriott-ATLEL
ATLLE,Element Atlanta Midtown,atlle-element-atlanta-midtown,Marriott-ATLLE
ATLFW,Four Points by Sheraton Atlanta Airport West,atlfw-four-points-by-sheraton-atlanta-airport-west,Marriott-ATLFW
ATLFO,Four Points by Sheraton Atlanta Downtown,atlfo-four-points-by-sheraton-atlanta-downtown,Marriott-ATLFO
ATLLM,Le Méridien Atlanta Perimeter,atllm-le-méridien-atlanta-perimeter,Marriott-ATLLM
ATLLU,"The Whitley, a Luxury Collection Hotel, Atlanta Buckhead","atllu-the-whitley,-a-luxury-collection-hotel,-atlanta-buckhead",Marriott-ATLLU
ATLXS,Sheraton Atlanta Hotel,atlxs-sheraton-atlanta-hotel,Marriott-ATLXS
ATLNR,Sheraton Atlanta Perimeter North Hotel,atlnr-sheraton-atlanta-perimeter-north-hotel,Marriott-ATLNR
ATLGS,Sheraton Suites Galleria-Atlanta,atlgs-sheraton-suites-galleria-atlanta,Marriott-ATLGS
ATLXR,The St. Regis Atlanta,atlxr-the-st.-regis-atlanta,Marriott-ATLXR
ATLBU,TownePlace Suites Atlanta Buckhead,atlbu-towneplace-suites-atlanta-buckhead,Marriott-ATLBU
ATLTM,"Bellyard, West Midtown Atlanta, a Tribute Portfolio Hotel","atltm-bellyard,-west-midtown-atlanta,-a-tribute-portfolio-hotel",Marriott-ATLTM
ATLTE,"Ellis Hotel, Atlanta, a Tribute Portfolio Hotel","atlte-ellis-hotel,-atlanta,-a-tribute-portfolio-hotel",Marriott-ATLTE
ATLNT,"The Burgess Hotel, Atlanta, a Tribute Portfolio Hotel","atlnt-the-burgess-hotel,-atlanta,-a-tribute-portfolio-hotel",Marriott-ATLNT
ATLHW,W Atlanta - Downtown,atlhw-w-atlanta---downtown,Marriott-ATLHW
ATLWI,The Westin Atlanta Airport,atlwi-the-westin-atlanta-airport,Marriott-ATLWI
ATLPN,The Westin Atlanta Perimeter North,atlpn-the-westin-atlanta-perimeter-north,Marriott-ATLPN
ATLWB,The Westin Buckhead Atlanta,atlwb-the-westin-buckhead-atlanta,Marriott-ATLWB
ATLPL,"The Westin Peachtree Plaza, Atlanta","atlpl-the-westin-peachtree-plaza,-atlanta",Marriott-ATLPL
AGSCH,Courtyard Augusta,agsch-courtyard-augusta,Marriott-AGSCH
AGSAF,Fairfield Inn & Suites Augusta Fort Eisenhower Area,agsaf-fairfield-inn-&-suites-augusta-fort-eisenhower-area,Marriott-AGSAF
AGSNW,Fairfield Inn & Suites Augusta Washington Rd./I-20,agsnw-fairfield-inn-&-suites-augusta-washington-rd./i-20,Marriott-AGSNW
AGSMC,Augusta Marriott at the Convention Center,agsmc-augusta-marriott-at-the-convention-center,Marriott-AGSMC
AGSRI,Residence Inn Augusta,agsri-residence-inn-augusta,Marriott-AGSRI
AGSSH,SpringHill Suites Augusta,agssh-springhill-suites-augusta,Marriott-AGSSH
AGSSI,Sheraton Augusta Hotel,agssi-sheraton-augusta-hotel,Marriott-AGSSI
BQKCY,Courtyard Brunswick,bqkcy-courtyard-brunswick,Marriott-BQKCY
BQKFI,Fairfield Inn & Suites Brunswick,bqkfi-fairfield-inn-&-suites-brunswick,Marriott-BQKFI
BQKRI,Residence Inn Brunswick,bqkri-residence-inn-brunswick,Marriott-BQKRI
BQKFP,Four Points by Sheraton Brunswick,bqkfp-four-points-by-sheraton-brunswick,Marriott-BQKFP
ATLBM,Courtyard Atlanta Buford Mall of Georgia,atlbm-courtyard-atlanta-buford-mall-of-georgia,Marriott-ATLBM
ATLXM,Fairfield Inn & Suites Atlanta Buford/Mall of Georgia,atlxm-fairfield-inn-&-suites-atlanta-buford/mall-of-georgia,Marriott-ATLXM
ATLBF,SpringHill Suites Atlanta Buford/Mall of Georgia,atlbf-springhill-suites-atlanta-buford/mall-of-georgia,Marriott-ATLBF
RMGHO,Fairfield Inn & Suites Calhoun,rmgho-fairfield-inn-&-suites-calhoun,Marriott-RMGHO
ATLVF,Fairfield Inn & Suites Canton Riverstone Parkway,atlvf-fairfield-inn-&-suites-canton-riverstone-parkway,Marriott-ATLVF
ATLVT,TownePlace Suites Canton Riverstone Parkway,atlvt-towneplace-suites-canton-riverstone-parkway,Marriott-ATLVT
ATLLL,Courtyard Carrollton,atlll-courtyard-carrollton,Marriott-ATLLL
ATLCT,Courtyard Cartersville,atlct-courtyard-cartersville,Marriott-ATLCT
ATLCV,Fairfield Inn & Suites Cartersville,atlcv-fairfield-inn-&-suites-cartersville,Marriott-ATLCV
ATLCA,Courtyard Atlanta Airport South/Sullivan Road,atlca-courtyard-atlanta-airport-south/sullivan-road,Marriott-ATLCA
ATLAA,Fairfield Inn & Suites Atlanta Airport South/Sullivan Road,atlaa-fairfield-inn-&-suites-atlanta-airport-south/sullivan-road,Marriott-ATLAA
ATLGI,SpringHill Suites Atlanta Airport Gateway,atlgi-springhill-suites-atlanta-airport-gateway,Marriott-ATLGI
CSGAC,"AC Hotel Columbus Downtown, GA","csgac-ac-hotel-columbus-downtown,-ga",Marriott-CSGAC
CSGCH,Courtyard Columbus,csgch-courtyard-columbus,Marriott-CSGCH
CSGFI,Fairfield Inn & Suites Columbus,csgfi-fairfield-inn-&-suites-columbus,Marriott-CSGFI
CSGMC,Columbus Marriott,csgmc-columbus-marriott,Marriott-CSGMC
CSGRI,Residence Inn Columbus,csgri-residence-inn-columbus,Marriott-CSGRI
CSGSH,SpringHill Suites Columbus,csgsh-springhill-suites-columbus,Marriott-CSGSH
CSGTS,TownePlace Suites Columbus,csgts-towneplace-suites-columbus,Marriott-CSGTS
AHNCO,Fairfield Inn & Suites Commerce,ahnco-fairfield-inn-&-suites-commerce,Marriott-AHNCO
ATLCR,Courtyard Atlanta Conyers,atlcr-courtyard-atlanta-conyers,Marriott-ATLCR
ATLYH,SpringHill Suites by Marriott Conyers,atlyh-springhill-suites-by-marriott-conyers,Marriott-ATLYH
ABYFX,Fairfield Inn & Suites Cordele,abyfx-fairfield-inn-&-suites-cordele,Marriott-ABYFX
ATLVR,Residence Inn Atlanta Covington,atlvr-residence-inn-atlanta-covington,Marriott-ATLVR
ATLNG,Fairfield Inn & Suites Atlanta Cumming/Johns Creek,atlng-fairfield-inn-&-suites-atlanta-cumming/johns-creek,Marriott-ATLNG
CHADL,Courtyard Dalton,chadl-courtyard-dalton,Marriott-CHADL
CHAFL,Fairfield Inn & Suites Dalton,chafl-fairfield-inn-&-suites-dalton,Marriott-CHAFL
ATLDC,Courtyard Atlanta Decatur Downtown/Emory,atldc-courtyard-atlanta-decatur-downtown/emory,Marriott-ATLDC
ATLDE,Residence Inn Decatur Emory Area,atlde-residence-inn-decatur-emory-area,Marriott-ATLDE
AYSFI,Fairfield Inn & Suites Douglas,aysfi-fairfield-inn-&-suites-douglas,Marriott-AYSFI
DBNFI,Fairfield Inn & Suites Dublin,dbnfi-fairfield-inn-&-suites-dublin,Marriott-DBNFI
ATLCH,Courtyard Atlanta Duluth Downtown,atlch-courtyard-atlanta-duluth-downtown,Marriott-ATLCH
ATLGM,Courtyard Atlanta Duluth/Gwinnett Place,atlgm-courtyard-atlanta-duluth/gwinnett-place,Marriott-ATLGM
ATLDU,Courtyard Atlanta NE/Duluth Sugarloaf,atldu-courtyard-atlanta-ne/duluth-sugarloaf,Marriott-ATLDU
ATLGA,Fairfield Inn & Suites Atlanta Gwinnett Place,atlga-fairfield-inn-&-suites-atlanta-gwinnett-place,Marriott-ATLGA
ATLGW,Residence Inn Atlanta Duluth/Gwinnett Place,atlgw-residence-inn-atlanta-duluth/gwinnett-place,Marriott-ATLGW
ATLRP,Residence Inn Atlanta NE/Duluth Sugarloaf,atlrp-residence-inn-atlanta-ne/duluth-sugarloaf,Marriott-ATLRP
ATLWU,The Westin Atlanta Gwinnett,atlwu-the-westin-atlanta-gwinnett,Marriott-ATLWU
ATLAO,AC Hotel Atlanta Perimeter,atlao-ac-hotel-atlanta-perimeter,Marriott-ATLAO
ATLWE,Residence Inn Atlanta Perimeter Center/Dunwoody,atlwe-residence-inn-atlanta-perimeter-center/dunwoody,Marriott-ATLWE
ATLCW,Courtyard Atlanta Airport West,atlcw-courtyard-atlanta-airport-west,Marriott-ATLCW
ATLSZ,Fairfield Inn & Suites Atlanta Airport North,atlsz-fairfield-inn-&-suites-atlanta-airport-north,Marriott-ATLSZ
ATLXB,Fairfield Inn & Suites Atlanta Fairburn,atlxb-fairfield-inn-&-suites-atlanta-fairburn,Marriott-ATLXB
ATLGY,Courtyard Gainesville GA,atlgy-courtyard-gainesville-ga,Marriott-ATLGY
AHNGV,Fairfield Inn & Suites Gainesville,ahngv-fairfield-inn-&-suites-gainesville,Marriott-AHNGV
AHNTS,TownePlace Suites Gainesville,ahnts-towneplace-suites-gainesville,Marriott-AHNTS
AHNRZ,"The Ritz-Carlton Reynolds, Lake Oconee","ahnrz-the-ritz-carlton-reynolds,-lake-oconee",Marriott-AHNRZ
ATLRA,Residence Inn Atlanta Airport North/Virginia Avenue,atlra-residence-inn-atlanta-airport-north/virginia-avenue,Marriott-ATLRA
ATLNA,TownePlace Suites Atlanta Airport North,atlna-towneplace-suites-atlanta-airport-north,Marriott-ATLNA
AHNFH,Fairfield Inn & Suites Helen,ahnfh-fairfield-inn-&-suites-helen,Marriott-AHNFH
SAVHV,Fairfield Inn & Suites Hinesville Fort Stewart,savhv-fairfield-inn-&-suites-hinesville-fort-stewart,Marriott-SAVHV
BQKCJ,Courtyard Jekyll Island,bqkcj-courtyard-jekyll-island,Marriott-BQKCJ
BQKRJ,Residence Inn Jekyll Island,bqkrj-residence-inn-jekyll-island,Marriott-BQKRJ
BQKWI,The Westin Jekyll Island Beach Resort,bqkwi-the-westin-jekyll-island-beach-resort,Marriott-BQKWI
ATLKE,Courtyard Atlanta Kennesaw,atlke-courtyard-atlanta-kennesaw,Marriott-ATLKE
ATLNC,Fairfield Inn & Suites Atlanta Kennesaw,atlnc-fairfield-inn-&-suites-atlanta-kennesaw,Marriott-ATLNC
ATLKN,SpringHill Suites Atlanta Kennesaw,atlkn-springhill-suites-atlanta-kennesaw,Marriott-ATLKN
ATLTK,TownePlace Suites Atlanta Kennesaw,atltk-towneplace-suites-atlanta-kennesaw,Marriott-ATLTK
BQKKG,Fairfield Inn & Suites Kingsland,bqkkg-fairfield-inn-&-suites-kingsland,Marriott-BQKKG
CSGLG,Courtyard LaGrange,csglg-courtyard-lagrange,Marriott-CSGLG
ATLAU,Aloft Lawrenceville Sugarloaf,atlau-aloft-lawrenceville-sugarloaf,Marriott-ATLAU
ATLTD,TownePlace Suites Atlanta Lawrenceville,atltd-towneplace-suites-atlanta-lawrenceville,Marriott-ATLTD
ATLYL,Courtyard Atlanta Lithia Springs,atlyl-courtyard-atlanta-lithia-springs,Marriott-ATLYL
ATLZL,Fairfield Inn & Suites Atlanta Lithia Springs,atlzl-fairfield-inn-&-suites-atlanta-lithia-springs,Marriott-ATLZL
ATLFS,SpringHill Suites Atlanta Six Flags,atlfs-springhill-suites-atlanta-six-flags,Marriott-ATLFS
ATLLN,Fairfield Inn & Suites Atlanta Stonecrest,atlln-fairfield-inn-&-suites-atlanta-stonecrest,Marriott-ATLLN
ATLFL,Fairfield Inn & Suites Locust Grove I-75 South,atlfl-fairfield-inn-&-suites-locust-grove-i-75-south,Marriott-ATLFL
MCNGA,Courtyard Macon,mcnga-courtyard-macon,Marriott-MCNGA
MCNFI,Fairfield Inn & Suites Macon,mcnfi-fairfield-inn-&-suites-macon,Marriott-MCNFI
MCNFW,Fairfield Inn Macon West,mcnfw-fairfield-inn-macon-west,Marriott-MCNFW
MCNFS,Macon Marriott City Center,mcnfs-macon-marriott-city-center,Marriott-MCNFS
MCNRI,Residence Inn Macon,mcnri-residence-inn-macon,Marriott-MCNRI
MCNSH,SpringHill Suites Macon,mcnsh-springhill-suites-macon,Marriott-MCNSH
MCNDT,TownePlace Suites Macon Mercer University,mcndt-towneplace-suites-macon-mercer-university,Marriott-MCNDT
MCNTX,"Hotel Forty Five, Macon, a Tribute Portfolio Hotel","mcntx-hotel-forty-five,-macon,-a-tribute-portfolio-hotel",Marriott-MCNTX
